ID_REDE;1_REDE_DE_ENSINO;V00_Total de escolas por rede;V01_Escolas sem instalações elétricas;V02_Escolas com instalações elétricas;V03_1. Acesso adequado - fibra;V04_2. Acesso inadequado - menos de 20 km;V05_3. Acesso inadequado - mais de 20 km;V06_4. Acesso inadequado - localização imprecisa;V07_Escolas acima de 1Mbps;V08_Escolas abaixo de 1Mbps;V09_Escolas com medidor;V10_Escolas sem medidor
Municipal - 2510501;Municipal - Olivedos;13;0;13;2;11;0;0;0;13;2;11
Municipal - 4207684;Municipal - Ipuaçu;8;0;8;5;3;0;0;2;6;5;3
Municipal - 1703883;Municipal - Carmolândia;3;0;3;3;0;0;0;2;1;3;0
Municipal - 1704600;Municipal - Chapada de Areia;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4310306;Municipal - Ilópolis;3;0;3;2;1;0;0;0;3;2;1
Municipal - 2607406;Municipal - Itacuruba;8;0;8;2;6;0;0;1;7;2;6
Municipal - 4219200;Municipal - Vidal Ramos;8;0;8;3;5;0;0;2;6;3;5
Municipal - 4301750;Municipal - Barão do Triunfo;5;0;5;3;2;0;0;0;5;5;0
Municipal - 4316956;Municipal - Santa Maria do Herval;5;0;5;2;3;0;0;1;4;3;2
Municipal - 2406403;Municipal - Lagoa de Velhos;3;0;3;3;0;0;0;2;1;3;0
Municipal - 2918902;Municipal - Lajedão;8;0;8;1;3;4;0;0;8;1;7
Municipal - 3126752;Municipal - Franciscópolis;4;0;4;2;2;0;0;1;3;2;2
Municipal - 2204600;Municipal - Hugo Napoleão;5;0;5;3;2;0;0;1;4;3;2
Municipal - 3136579;Municipal - Josenópolis;5;0;5;1;4;0;0;1;4;2;3
Municipal - 1718402;Municipal - Presidente Kennedy;2;0;2;1;1;0;0;0;2;1;1
Municipal - 2210201;Municipal - São José do Piauí;12;0;12;7;5;0;0;5;7;7;5
Municipal - 1721257;Municipal - Tupirama;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4314423;Municipal - Picada Café;4;0;4;4;0;0;0;3;1;4;0
Municipal - 3163102;Municipal - São José da Varginha;7;0;7;1;6;0;0;1;6;2;5
Municipal - 3115003;Municipal - Cascalho Rico;5;0;5;1;4;0;0;0;5;4;1
Municipal - 2501153;Municipal - Areia de Baraúnas;5;0;5;1;4;0;0;0;5;1;4
Municipal - 5202353;Municipal - Arenópolis;4;0;4;2;0;2;0;1;3;2;2
Municipal - 4314464;Municipal - Pinhal da Serra;3;0;3;2;1;0;0;1;2;2;1
Municipal - 2202109;Municipal - Campinas do Piauí;15;0;15;4;7;4;0;1;14;8;7
Municipal - 3539707;Municipal - Platina;2;0;2;2;0;0;0;1;1;2;0
Municipal - 2403905;Municipal - Francisco Dantas;4;0;4;2;2;0;0;1;3;4;0
Municipal - 2210102;Municipal - São José do Peixe;5;0;5;1;0;4;0;0;5;4;1
Municipal - 4211876;Municipal - Paial;2;0;2;2;0;0;0;0;2;1;1
Municipal - 4109104;Municipal - Guaporema;2;0;2;2;0;0;0;0;2;2;0
Municipal - 3144409;Municipal - Natércia;3;0;3;2;1;0;0;1;2;2;1
Municipal - 2930907;Municipal - Tabocas do Brejo Velho;33;0;33;1;27;5;0;0;33;4;29
Municipal - 2512762;Municipal - Riachão do Poço;8;0;8;2;6;0;0;0;8;2;6
Municipal - 2515005;Municipal - São Miguel de Taipu;13;0;13;2;11;0;0;1;12;2;11
Municipal - 2208551;Municipal - Porto Alegre do Piauí;3;0;3;2;0;1;0;1;2;2;1
Municipal - 5211602;Municipal - Ivolândia;2;0;2;1;0;1;0;0;2;1;1
Municipal - 3137106;Municipal - Lagamar;3;0;3;3;0;0;0;1;2;3;0
Municipal - 4313425;Municipal - Novo Machado;3;0;3;1;2;0;0;0;3;1;2
Municipal - 5212253;Municipal - Lagoa Santa;2;0;2;2;0;0;0;1;1;2;0
Municipal - 3155009;Municipal - Rio Doce;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4315008;Municipal - Porto Lucena;3;0;3;1;2;0;0;0;3;2;1
Municipal - 2202091;Municipal - Caldeirão Grande do Piauí;7;0;7;3;0;4;0;1;6;6;1
Municipal - 4304622;Municipal - Capão Bonito do Sul;3;0;3;2;1;0;0;1;2;2;1
Municipal - 4110656;Municipal - Iracema do Oeste;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4311700;Municipal - Machadinho;5;0;5;2;3;0;0;2;3;3;2
Municipal - 2207504;Municipal - Palmeirais;16;0;16;1;5;10;0;0;16;2;14
Municipal - 4201653;Municipal - Arvoredo;3;0;3;2;1;0;0;1;2;2;1
Municipal - 3123403;Municipal - Doresópolis;2;0;2;1;1;0;0;0;2;1;1
Municipal - 4305157;Municipal - Cerro Grande;4;0;4;2;2;0;0;1;3;3;1
Municipal - 4319307;Municipal - São Paulo das Missões;5;0;5;5;0;0;0;4;1;5;0
Municipal - 4314035;Municipal - Pareci Novo;4;0;4;4;0;0;0;3;1;4;0
Municipal - 4320578;Municipal - Sete de Setembro;3;0;3;2;1;0;0;1;2;3;0
Municipal - 5106208;Municipal - Nova Brasilândia;3;0;3;3;0;0;0;1;2;2;1
Municipal - 5101209;Municipal - Araguainha;1;0;1;1;0;0;0;0;1;1;0
Municipal - 3103801;Municipal - Arapuá;3;0;3;2;1;0;0;1;2;2;1
Municipal - 4321626;Municipal - Travesseiro;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4305850;Municipal - Coqueiros do Sul;3;0;3;1;2;0;0;0;3;1;2
Municipal - 4307831;Municipal - Eugênio de Castro;3;0;3;1;2;0;0;0;3;2;1
Municipal - 5219456;Municipal - Santa Rita do Novo Destino;3;0;3;3;0;0;0;1;2;3;0
Municipal - 2412807;Municipal - São Rafael;8;0;8;1;7;0;0;0;8;1;7
Municipal - 5203575;Municipal - Bonópolis;3;0;3;3;0;0;0;1;2;3;0
Municipal - 3170651;Municipal - Vargem Grande do Rio Pardo;5;0;5;4;1;0;0;1;4;5;0
Municipal - 4319364;Municipal - São Pedro das Missões;3;0;3;1;2;0;0;0;3;3;0
Municipal - 4313391;Municipal - Novo Cabrais;5;0;5;3;2;0;0;1;4;3;2
Municipal - 4320503;Municipal - Sertão;4;0;4;3;1;0;0;1;3;3;1
Municipal - 4306353;Municipal - Dezesseis de Novembro;3;0;3;2;1;0;0;1;2;2;1
Municipal - 4312179;Municipal - Mato Queimado;3;0;3;3;0;0;0;2;1;3;0
Municipal - 3113107;Municipal - Caranaíba;4;0;4;4;0;0;0;3;1;4;0
Municipal - 2204550;Municipal - Guaribas;13;0;13;1;0;12;0;1;12;1;12
Municipal - 5214804;Municipal - Nova Aurora;2;0;2;1;1;0;0;1;1;1;1
Municipal - 4301206;Municipal - Arroio do Tigre;11;0;11;9;1;0;1;9;2;11;0
Municipal - 5221007;Municipal - Taquaral de Goiás;1;0;1;1;0;0;0;1;0;1;0
Municipal - 5212600;Municipal - Mairipotaba;1;0;1;1;0;0;0;1;0;1;0
Municipal - 3532108;Municipal - Murutinga do Sul;1;0;1;1;0;0;0;1;0;1;0
Municipal - 5212105;Municipal - Joviânia;5;0;5;5;0;0;0;5;0;5;0
Municipal - 4310363;Municipal - Imigrante;4;0;4;4;0;0;0;4;0;4;0
Municipal - 4112603;Municipal - Jardim Olinda;2;0;2;2;0;0;0;2;0;2;0
Municipal - 4311908;Municipal - Marcelino Ramos;3;0;3;1;2;0;0;1;2;1;2
Municipal - 5107156;Municipal - Reserva do Cabaçal;2;0;2;2;0;0;0;2;0;2;0
Municipal - 4211850;Municipal - Ouro Verde;2;0;2;2;0;0;0;2;0;2;0
Municipal - 4106100;Municipal - Conselheiro Mairinck;2;0;2;2;0;0;0;2;0;2;0
Municipal - 3533106;Municipal - Nova Guataporanga;2;0;2;1;1;0;0;1;1;1;1
Municipal - 4309753;Municipal - Ibarama;5;0;5;1;4;0;0;2;3;4;1
Municipal - 3157302;Municipal - Santa Bárbara do Tugúrio;2;0;2;2;0;0;0;2;0;2;0
Municipal - 2203255;Municipal - Curralinhos;8;0;8;3;2;3;0;2;6;3;5
Municipal - 2505238;Municipal - Cuité de Mamanguape;16;0;16;1;15;0;0;1;15;1;15
Municipal - 3101409;Municipal - Albertina;3;0;3;1;2;0;0;1;2;2;1
Municipal - 4315156;Municipal - Progresso;6;0;6;6;0;0;0;6;0;6;0
Municipal - 3143609;Municipal - Morro da Garça;5;0;5;3;0;2;0;3;2;4;1
Municipal - 3505005;Municipal - Barão de Antonina;3;0;3;1;2;0;0;1;2;1;2
Municipal - 3119807;Municipal - Córrego Danta;5;0;5;1;4;0;0;1;4;1;4
Municipal - 4320263;Municipal - Segredo;5;0;5;1;4;0;0;4;1;5;0
Municipal - 4125902;Municipal - São Pedro do Paraná;4;0;4;4;0;0;0;4;0;4;0
Municipal - 4315073;Municipal - Porto Vera Cruz;2;0;2;1;1;0;0;1;1;1;1
Municipal - 1101609;Municipal - Theobroma;7;0;7;3;4;0;0;2;5;7;0
Municipal - 1101807;Municipal - Vale do Paraíso;4;0;4;4;0;0;0;3;1;4;0
Municipal - 4322186;Municipal - Tupanci do Sul;2;0;2;2;0;0;0;2;0;2;0
Municipal - 5100805;Municipal - Apiacás;5;0;5;2;0;3;0;2;3;2;3
Municipal - 5216809;Municipal - Petrolina de Goiás;3;0;3;3;0;0;0;3;0;3;0
Municipal - 2101939;Municipal - Bernardo do Mearim;14;0;14;5;9;0;0;4;10;5;9
Municipal - 5222054;Municipal - Vicentinópolis;4;0;4;4;0;0;0;4;0;4;0
Municipal - 3167400;Municipal - Silvianópolis;2;0;2;2;0;0;0;2;0;2;0
Municipal - 5108501;Municipal - Vera;6;0;6;6;0;0;0;6;0;6;0
Municipal - 3117603;Municipal - Conceição do Pará;5;0;5;3;2;0;0;2;3;2;3
Municipal - 3128204;Municipal - Guaraciaba;4;0;4;1;3;0;0;1;3;2;2
Municipal - 3505104;Municipal - Barbosa;4;0;4;2;2;0;0;2;2;2;2
Municipal - 3166956;Municipal - Serranópolis de Minas;7;0;7;2;3;2;0;2;5;4;3
Municipal - 4119004;Municipal - Pérola d'Oeste;5;0;5;5;0;0;0;5;0;5;0
Municipal - 5221452;Municipal - Trombas;2;0;2;2;0;0;0;2;0;2;0
Municipal - 4309803;Municipal - Ibiaçá;2;0;2;2;0;0;0;2;0;2;0
Municipal - 4314753;Municipal - Poço das Antas;2;0;2;2;0;0;0;2;0;2;0
Municipal - 4318465;Municipal - São José do Herval;2;0;2;1;1;0;0;1;1;2;0
Municipal - 4305116;Municipal - Centenário;2;0;2;1;1;0;0;1;1;1;1
Municipal - 4318614;Municipal - São José do Sul;3;0;3;2;1;0;0;2;1;2;1
Municipal - 2411429;Municipal - Santana do Seridó;5;0;5;3;2;0;0;3;2;3;2
Municipal - 4302659;Municipal - Brochier;3;0;3;2;1;0;0;2;1;3;0
Municipal - 4205555;Municipal - Frei Rogério;3;0;3;1;2;0;0;1;2;1;2
Municipal - 4312005;Municipal - Mariano Moro;1;0;1;1;0;0;0;1;0;1;0
Municipal - 4310702;Municipal - Itatiba do Sul;3;0;3;2;1;0;0;2;1;3;0
Municipal - 3164431;Municipal - São Sebastião da Vargem Alegre;4;0;4;4;0;0;0;4;0;4;0
Municipal - 5204607;Municipal - Campestre de Goiás;3;0;3;1;2;0;0;1;2;1;2
Municipal - 3126950;Municipal - Frei Lagonegro;7;0;7;1;6;0;0;1;6;1;6
Municipal - 4311239;Municipal - Lagoa Bonita do Sul;3;0;3;2;1;0;0;2;1;2;1
Municipal - 5216007;Municipal - Panamá;2;0;2;2;0;0;0;2;0;2;0
Municipal - 4218350;Municipal - Treviso;3;0;3;1;2;0;0;1;2;1;2
Municipal - 4309571;Municipal - Herveiras;4;0;4;3;1;0;0;3;1;3;1
Municipal - 2907004;Municipal - Cardeal da Silva;9;0;9;2;7;0;0;2;7;2;7
Municipal - 2513927;Municipal - São Bentinho;3;0;3;1;2;0;0;1;2;1;2
Municipal - 2902658;Municipal - Banzaê;15;0;15;4;11;0;0;2;13;4;11
Municipal - 3119906;Municipal - Córrego do Bom Jesus;1;0;1;1;0;0;0;1;0;1;0
Municipal - 3122900;Municipal - Dona Euzébia;2;0;2;1;1;0;0;1;1;1;1
Municipal - 3201704;Municipal - Conceição do Castelo;11;0;11;9;2;0;0;2;9;10;1
Municipal - 4300471;Municipal - Almirante Tamandaré do Sul;3;0;3;1;2;0;0;1;2;1;2
Municipal - 5107206;Municipal - Rio Branco;2;0;2;1;1;0;0;1;1;2;0
Municipal - 5218102;Municipal - Portelândia;2;0;2;2;0;0;0;2;0;2;0
Municipal - 5209291;Municipal - Guaraíta;1;0;1;1;0;0;0;1;0;1;0
Municipal - 5215801;Municipal - Palmelo;2;0;2;2;0;0;0;1;1;1;1
Municipal - 2205540;Municipal - Lagoinha do Piauí;6;0;6;1;5;0;0;1;5;1;5
Municipal - 4210209;Municipal - Major Gercino;4;0;4;1;3;0;0;1;3;1;3
Municipal - 3159407;Municipal - Santa Rita de Ibitipoca;5;0;5;1;0;3;1;1;4;2;3
Municipal - 1718303;Municipal - Praia Norte;13;0;13;1;12;0;0;1;12;3;10
Municipal - 3167301;Municipal - Silveirânia;2;0;2;1;1;0;0;1;1;1;1
Municipal - 3170909;Municipal - Varzelândia;19;0;19;1;15;3;0;2;17;14;5
Municipal - 4302220;Municipal - Boa Vista do Cadeado;3;0;3;1;2;0;0;1;2;1;2
Municipal - 2510303;Municipal - Nova Palmeira;3;0;3;1;2;0;0;1;2;1;2
Municipal - 3141207;Municipal - Matutina;4;0;4;1;3;0;0;1;3;2;2
Municipal - 2209302;Municipal - Santa Luz;7;0;7;1;6;0;0;2;5;2;5
Municipal - 2209005;Municipal - Rio Grande do Piauí;6;0;6;1;5;0;0;1;5;1;5
Municipal - 4322103;Municipal - Tucunduva;2;0;2;2;0;0;0;2;0;2;0
Municipal - 4310439;Municipal - Ipê;4;0;4;1;3;0;0;1;3;1;3
Municipal - 4306924;Municipal - Engenho Velho;2;0;2;2;0;0;0;2;0;2;0
Municipal - 3103306;Municipal - Aracitaba;1;0;1;1;0;0;0;1;0;1;0
Municipal - 3153806;Municipal - Queluzito;1;0;1;1;0;0;0;1;0;1;0
Municipal - 4308250;Municipal - Floriano Peixoto;2;0;2;2;0;0;0;2;0;2;0
Municipal - 5220264;Municipal - São Miguel do Passa Quatro;4;0;4;1;3;0;0;1;3;1;3
Municipal - 3106804;Municipal - Bias Fortes;7;0;7;1;4;2;0;1;6;2;5
Municipal - 4315149;Municipal - Presidente Lucena;5;0;5;1;4;0;0;4;1;4;1
Municipal - 2907400;Municipal - Catolândia;8;0;8;2;6;0;0;1;7;1;7
Municipal - 2410108;Municipal - Poço Branco;11;0;11;8;3;0;0;0;11;0;11
Municipal - 2804300;Municipal - Muribeca;10;0;10;1;9;0;0;0;10;0;10
Municipal - 2517001;Municipal - Umbuzeiro;20;0;20;1;19;0;0;0;20;1;19
Municipal - 2300101;Municipal - Abaiara;15;0;15;1;14;0;0;0;15;0;15
Municipal - 3110103;Municipal - Caiana;12;0;12;1;11;0;0;0;12;0;12
Municipal - 1100098;Municipal - Espigão D'Oeste;9;0;9;9;0;0;0;5;4;9;0
Municipal - 1505551;Municipal - Pau D'Arco;10;0;10;4;6;0;0;8;2;9;1
Municipal - 2501401;Municipal - Baía da Traição;14;0;14;14;0;0;0;12;2;14;0
Municipal - 2806305;Municipal - Santa Luzia do Itanhy;21;0;21;20;1;0;0;20;1;20;1
Municipal - 3305604;Municipal - Silva Jardim;19;0;19;13;4;0;2;13;6;17;2
Municipal - 5103858;Municipal - Gaúcha do Norte;8;3;5;3;2;3;0;4;4;7;1
Municipal - 4106456;Municipal - Coronel Domingos Soares;11;0;11;2;6;3;0;10;1;11;0
Municipal - 5205307;Municipal - Cavalcante;20;2;18;5;5;10;0;12;8;19;1
Municipal - 3106507;Municipal - Berilo;16;0;16;11;5;0;0;14;2;14;2
Municipal - 4205175;Municipal - Entre Rios;6;0;6;5;1;0;0;5;1;5;1
Municipal - 3121506;Municipal - Desterro do Melo;2;0;2;0;2;0;0;1;1;1;1
Municipal - 2502300;Municipal - Bom Sucesso;3;0;3;0;3;0;0;1;2;2;1
Municipal - 4212239;Municipal - Paraíso;4;0;4;0;4;0;0;1;3;1;3
Municipal - 2205458;Municipal - Joca Marques;15;0;15;0;15;0;0;1;14;1;14
Municipal - 3532868;Municipal - Nova Castilho;2;0;2;0;2;0;0;1;1;1;1
Municipal - 4314548;Municipal - Pinto Bandeira;3;0;3;0;3;0;0;1;2;1;2
Municipal - 2310951;Municipal - Pires Ferreira;17;0;17;0;17;0;0;3;14;7;10
Municipal - 1504752;Municipal - Mojuí dos Campos;58;6;52;0;29;29;0;2;56;21;37
Municipal - 3112703;Municipal - Capitão Enéas;11;0;11;0;11;0;0;2;9;2;9
Municipal - 2201176;Municipal - Barra D'Alcântara;7;0;7;0;7;0;0;2;5;2;5
Municipal - 4212650;Municipal - Pescaria Brava;12;0;12;0;12;0;0;9;3;12;0
Municipal - 3116308;Municipal - Cipotânea;4;0;4;0;4;0;0;1;3;2;2
Municipal - 3131109;Municipal - Inimutaba;8;0;8;0;8;0;0;2;6;2;6
Municipal - 1703826;Municipal - Cachoeirinha;2;0;2;1;1;0;0;1;1;1;1
Municipal - 2306207;Municipal - Itaiçaba;6;0;6;0;6;0;0;1;5;4;2
Municipal - 2930006;Municipal - Sebastião Laranjeiras;23;0;23;0;12;11;0;1;22;2;21
Municipal - 3131000;Municipal - Inhaúma;4;0;4;0;4;0;0;1;3;1;3
Municipal - 2200459;Municipal - Alvorada do Gurguéia;7;0;7;1;2;4;0;1;6;3;4
Municipal - 2203404;Municipal - Dom Expedito Lopes;8;0;8;0;8;0;0;1;7;5;3
Municipal - 3161601;Municipal - São Geraldo da Piedade;3;0;3;1;2;0;0;1;2;3;0
Municipal - 4318606;Municipal - São José do Ouro;5;0;5;0;5;0;0;1;4;2;3
Municipal - 4306700;Municipal - Dona Francisca;3;0;3;0;3;0;0;1;2;2;1
Municipal - 4300703;Municipal - Anta Gorda;4;0;4;0;4;0;0;1;3;4;0
Municipal - 4322376;Municipal - Unistalda;2;0;2;0;2;0;0;1;1;2;0
Municipal - 1300680;Municipal - Boa Vista do Ramos;42;1;41;0;10;31;1;0;42;0;42
Municipal - 1504505;Municipal - Melgaço;54;50;4;0;23;31;0;0;54;0;54
Municipal - 1200393;Municipal - Porto Walter;35;18;17;0;3;32;0;0;35;0;35
Municipal - 1300029;Municipal - Alvarães;56;19;37;0;23;33;0;0;56;1;55
Municipal - 1302207;Municipal - Juruá;30;16;14;0;2;28;0;0;30;0;30
Municipal - 1302801;Municipal - Maraã;92;79;13;0;9;83;0;0;92;0;92
Municipal - 1303502;Municipal - Pauini;84;76;8;0;1;83;0;0;84;0;84
Municipal - 1304260;Municipal - Uarini;40;21;19;0;20;20;0;0;40;1;39
Municipal - 2106359;Municipal - Marajá do Sena;37;4;33;0;4;33;0;0;37;0;37
Municipal - 2106375;Municipal - Maranhãozinho;28;1;27;0;28;0;0;0;28;0;28
Municipal - 2513505;Municipal - Santana de Mangueira;8;1;7;0;8;0;0;0;8;0;8
Municipal - 3141504;Municipal - Mendes Pimentel;4;1;3;0;4;0;0;0;4;1;3
Municipal - 2109304;Municipal - Presidente Vargas;52;0;52;0;50;2;0;0;52;0;52
Municipal - 2208502;Municipal - Porto;21;0;21;0;21;0;0;0;21;0;21
Municipal - 2512804;Municipal - Riacho dos Cavalos;20;0;20;0;20;0;0;0;20;1;19
Municipal - 2102150;Municipal - Brejo de Areia;30;0;30;0;12;18;0;0;30;3;27
Municipal - 2515807;Municipal - Serra Redonda;14;0;14;0;14;0;0;0;14;0;14
Municipal - 2506251;Municipal - Gado Bravo;32;0;32;0;31;0;1;0;32;0;32
Municipal - 2504801;Municipal - Coremas;16;0;16;1;15;0;0;0;16;1;15
Municipal - 4204178;Municipal - Cerro Negro;7;0;7;0;7;0;0;0;7;0;7
Municipal - 2401602;Municipal - Bento Fernandes;5;0;5;0;5;0;0;0;5;0;5
Municipal - 2102408;Municipal - Cajapió;32;0;32;0;32;0;0;0;32;0;32
Municipal - 2111748;Municipal - Senador Alexandre Costa;24;0;24;0;1;23;0;0;24;0;24
Municipal - 2806800;Municipal - São Domingos;14;0;14;0;14;0;0;0;14;0;14
Municipal - 2505352;Municipal - Damião;8;0;8;0;8;0;0;0;8;0;8
Municipal - 2509339;Municipal - Matinhas;13;0;13;0;13;0;0;0;13;0;13
Municipal - 2509370;Municipal - Mato Grosso;9;0;9;0;9;0;0;0;9;0;9
Municipal - 2413904;Municipal - Taipu;15;0;15;1;14;0;0;0;15;0;15
Municipal - 2109403;Municipal - Primeira Cruz;56;0;56;0;56;0;0;0;56;0;56
Municipal - 2204105;Municipal - Francisco Ayres;3;0;3;0;3;0;0;0;3;1;2
Municipal - 2902302;Municipal - Aratuípe;17;0;17;0;17;0;0;0;17;0;17
Municipal - 2509008;Municipal - Manaíra;26;0;26;0;26;0;0;0;26;0;26
Municipal - 2504504;Municipal - Condado;5;0;5;0;5;0;0;0;5;0;5
Municipal - 2505501;Municipal - Vista Serrana;6;0;6;0;6;0;0;0;6;0;6
Municipal - 2510402;Municipal - Olho d'Água;9;0;9;0;6;3;0;0;9;0;9
Municipal - 3117405;Municipal - Conceição de Ipanema;7;0;7;0;7;0;0;0;7;0;7
Municipal - 2503555;Municipal - Cacimbas;12;0;12;0;11;0;1;0;12;0;12
Municipal - 2513158;Municipal - Santa Cecília;14;0;14;0;14;0;0;0;14;0;14
Municipal - 2804458;Municipal - Nossa Senhora Aparecida;12;0;12;0;12;0;0;0;12;0;12
Municipal - 3501806;Municipal - Américo de Campos;4;0;4;0;4;0;0;0;4;1;3
Municipal - 4318622;Municipal - São José dos Ausentes;6;0;6;0;5;1;0;0;6;2;4
Municipal - 2206696;Municipal - Murici dos Portelas;15;0;15;1;14;0;0;0;15;1;14
Municipal - 2108009;Municipal - Pastos Bons;32;0;32;0;32;0;0;0;32;2;30
Municipal - 1506559;Municipal - Santa Luzia do Pará;30;1;29;0;21;9;0;0;30;4;26
Municipal - 4220000;Municipal - Balneário Rincão;11;0;11;0;11;0;0;0;11;1;10
Municipal - 2923308;Municipal - Ouriçangas;11;0;11;0;11;0;0;0;11;1;10
Municipal - 4312427;Municipal - Mormaço;5;0;5;0;5;0;0;0;5;2;3
Municipal - 4311718;Municipal - Maçambará;3;0;3;0;2;1;0;0;3;1;2
Municipal - 3160603;Municipal - Santo Hipólito;5;0;5;0;3;2;0;0;5;1;4
Municipal - 3111150;Municipal - Campo Azul;7;0;7;0;7;0;0;0;7;1;6
Municipal - 4321477;Municipal - Tiradentes do Sul;5;0;5;0;4;0;1;0;5;2;3
Municipal - 5006275;Municipal - Paraíso das Águas;3;0;3;0;1;1;1;0;3;1;2
Municipal - 2313708;Municipal - Umari;10;0;10;0;9;1;0;0;10;1;9
Municipal - 3127339;Municipal - Gameleiras;10;0;10;0;6;3;1;0;10;2;8
Municipal - 1706258;Municipal - Crixás do Tocantins;2;0;2;0;2;0;0;0;2;2;0
Municipal - 2512721;Municipal - Pedro Régis;9;0;9;0;9;0;0;0;9;3;6
Municipal - 2514404;Municipal - São José de Espinharas;5;0;5;0;5;0;0;0;5;1;4
Municipal - 4210050;Municipal - Macieira;2;0;2;0;2;0;0;0;2;1;1
Municipal - 4320321;Municipal - Senador Salgado Filho;2;0;2;0;2;0;0;0;2;2;0
Municipal - 2513604;Municipal - Santana dos Garrotes;7;0;7;0;7;0;0;0;7;1;6
Municipal - 1712157;Municipal - Lavandeira;2;0;2;0;2;0;0;0;2;1;1
Municipal - 2703908;Municipal - Jundiá;8;0;8;0;8;0;0;0;8;1;7
Municipal - 2201556;Municipal - Bela Vista do Piauí;5;0;5;0;5;0;0;0;5;1;4
Municipal - 2910206;Municipal - Dom Macedo Costa;5;0;5;0;5;0;0;0;5;3;2
Municipal - 3121001;Municipal - Datas;5;0;5;0;5;0;0;0;5;2;3
Municipal - 5209408;Municipal - Guarani de Goiás;5;0;5;0;5;0;0;0;5;3;2
Municipal - 2511103;Municipal - Pedra Lavrada;7;0;7;0;7;0;0;0;7;1;6
Municipal - 3537701;Municipal - Piacatu;3;0;3;0;3;0;0;0;3;1;2
Municipal - 2205599;Municipal - Lagoa do Sítio;11;0;11;0;3;8;0;0;11;1;10
Municipal - 3546256;Municipal - Santa Cruz da Esperança;3;0;3;0;3;0;0;0;3;1;2
Municipal - 3140100;Municipal - Marilac;2;0;2;0;2;0;0;0;2;1;1
Municipal - 2924108;Municipal - Pedrão;18;0;18;0;18;0;0;0;18;1;17
Municipal - 3114907;Municipal - Casa Grande;3;0;3;0;3;0;0;0;3;1;2
Municipal - 3153202;Municipal - Presidente Juscelino;4;0;4;0;4;0;0;0;4;2;2
Municipal - 3160504;Municipal - Santo Antônio do Rio Abaixo;2;0;2;0;2;0;0;0;2;1;1
Municipal - 3170305;Municipal - Umburatiba;2;0;2;1;1;0;0;0;2;2;0
Municipal - 2505808;Municipal - Duas Estradas;6;0;6;0;6;0;0;0;6;1;5
Municipal - 4304853;Municipal - Carlos Gomes;2;0;2;0;2;0;0;0;2;1;1
Municipal - 2207207;Municipal - Padre Marcos;9;0;9;0;7;2;0;0;9;1;8
Municipal - 2207553;Municipal - Paquetá;12;0;12;0;12;0;0;0;12;3;9
Municipal - 4323309;Municipal - Vila Flores;3;0;3;0;3;0;0;0;3;1;2
Municipal - 4310553;Municipal - Itacurubi;4;0;4;0;4;0;0;0;4;2;2
Municipal - 3204500;Municipal - Santa Leopoldina;21;0;21;3;18;0;0;0;21;5;16
Municipal - 1304302;Municipal - Urucará;32;1;31;0;11;21;0;0;32;0;32
Municipal - 1301159;Municipal - Careiro da Várzea;46;5;41;1;12;33;0;0;46;0;46
Municipal - 2701902;Municipal - Chã Preta;11;0;11;0;11;0;0;0;11;0;11
Municipal - 2705903;Municipal - Olho d'Água Grande;17;0;17;0;17;0;0;0;17;1;16
Municipal - 1718659;Municipal - Rio da Conceição;2;0;2;0;2;0;0;0;2;0;2
Municipal - 2709202;Municipal - Traipu;47;0;47;0;47;0;0;0;47;0;47
Municipal - 2111789;Municipal - Serrano do Maranhão;29;0;29;0;27;2;0;0;29;0;29
Municipal - 2304277;Municipal - Ereré;8;0;8;0;8;0;0;0;8;0;8
Municipal - 4312138;Municipal - Mato Castelhano;3;0;3;0;3;0;0;0;3;0;3
Municipal - 2929354;Municipal - São José da Vitória;7;0;7;0;7;0;0;0;7;0;7
Municipal - 2101731;Municipal - Belágua;45;0;45;1;44;0;0;1;44;1;44
Municipal - 2607802;Municipal - Itaquitinga;11;0;11;0;11;0;0;0;11;0;11
Municipal - 2103125;Municipal - Central do Maranhão;22;0;22;0;22;0;0;0;22;0;22
Municipal - 2104651;Municipal - Governador Newton Bello;34;0;34;0;19;15;0;0;34;0;34
Municipal - 2104701;Municipal - Graça Aranha;12;0;12;0;11;1;0;0;12;0;12
Municipal - 2105450;Municipal - Jatobá;17;0;17;0;14;3;0;0;17;0;17
Municipal - 2105963;Municipal - Lagoa Grande do Maranhão;28;0;28;0;16;12;0;0;28;2;26
Municipal - 4205159;Municipal - Doutor Pedrinho;3;0;3;0;3;0;0;0;3;0;3
Municipal - 2106672;Municipal - Milagres do Maranhão;20;0;20;0;15;5;0;0;20;0;20
Municipal - 2107605;Municipal - Palmeirândia;49;0;49;0;49;0;0;0;49;0;49
Municipal - 2109270;Municipal - Presidente Sarney;44;0;44;0;19;25;0;0;44;0;44
Municipal - 2109700;Municipal - Sambaíba;11;0;11;0;5;6;0;0;11;0;11
Municipal - 1505494;Municipal - Palestina do Pará;8;0;8;0;5;3;0;0;8;0;8
Municipal - 2205557;Municipal - Lagoa Alegre;6;0;6;0;6;0;0;0;6;0;6
